url,review_rating,review_date,review
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: February 2024,"The most beautiful lunch spot overlooking Sigiriya Rock. The Chicken Kottu was the best we've had in Sri Lanka thus far. The chicken and vegetable curries, with rice and rottis were also delicious! An unexpected surprise."
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_40,Date of visit: December 2023,Majestic view of the rock. Unfortunately now it’s closed and the swing had a padlock on. But still you can go inside the property and take a photo.
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: December 2023,"great food, delicious juices and very nice service! ☺️ and not to forget - with a breathtaking view ⛰️"
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: July 2023,Excellent food and a really relaxed atmosphere. Great traditional Sri Lankan cuisine made with really fresh ingredients. Excellent family meal and great value for money.
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: December 2022,Highly recommend this place! It has an amazing view. It is such a calm place but also sourronded by lovely people. I was so happy with every Kind of food the Chef has been cooking. I only eat veg and I was never getting bored...of eating there. Try the mango curry! It is so delicious! The Chef also sells his special curry and other spices. You will definetly love this pla of eating there. Try the mango curry! It is so delicious! The Chef also sells his special curry and other spices. You will definetly love this place.
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: November 2022,"Good food and good price
Very tasty and real local food, amazing rice and curry and rotti with banana and cheese. Very nice people, very helpful with the menu. best  restaurant."
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: November 2022,We had breakfast and dinner at lion face  both were really really delicious. The prices are good and the friendly owner told us about the best places around Sigiriya. We would definitely recommend to go there!
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: November 2022,"Best curry! Great food, service and location!
Great food and service! The rice and curries was actually the best I had in Sigiriya, delicious and not spicy"
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: August 2022,"We had chicken koththu at Sigiriya lion pace restaurant.. it's so test and look amazing we had koththu everywhere but lion pace restaurant koththu very different and look nice and fresh when we order they start to cook it not in fright fresh everything. I...recommend lion pace  restaurant .. it's friendly business real nice welcome and kindly good service and surrounding are nature lot of and best view Sigiriya lion rock , lion pace restaurant ,all the best. recommend lion pace  restaurant .. it's friendly business real nice welcome and kindly good service and surrounding are nature lot of and best view Sigiriya lion rock , lion pace restaurant ,all the best...."
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: August 2022,"We had the best local food, lovely people to serve us and we are lucky to see one of the members teach cooking . they cooked everything fresh for us, best Sri Lankan food .lion pace restaurant view point Sigiriya. waw"
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: May 2022,Awesome view and very nice staff. I ate the best curry at this place. Everything was made fresh. I can only recommend this place!
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: April 2022,"I ate her with my mum and sister after climbing Lion’s rock, this place has the best view of the rock and food is freshly cooked (the vegetable kottu was especially good). The staff were very friendly and recommended the best places to go and...how to get around the area. Would definitely return aga how to get around the area. Would definitely return again."
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_40,Date of visit: April 2022,Came here for lunch with my family - staff could not be more friendly.  Had traditional Sri Labuan food which was really good and took in the fab view of the Lions Rock.
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: April 2022,Highly recommend eating here. It was so quiet when we were in Sigiriya but the food here was freshly cooked and prepared and amazingly tasty. Highly recommend eating here. We came for lunch after hiking up the rock fortress and the food went down VERY...well. Vegetable curries were fantastic. Lovely  view sigiriya r well. Vegetable curries were fantastic. Lovely  view sigiriya rock
https://www.tripadvisor.com/Restaurant_Review-g304141-d23986485-Reviews-Sigiri_Lion_face_Restaurant-Sigiriya_Central_Province.html,bubble_50,Date of visit: April 2022,"Sigiriya Rock best View Restaurant is one of the most beautiful scenery in Sigiriya.As delicious as the food is, your treats are great too.Your restaurant is also one best of the restaurants in Sigiriya.very clean and comfortable place.we can eat sweet and sour chicken,cheese kotthu,with...,mango juice! Very friendly owner and staff. Highly recommend ,mango juice! Very friendly owner and staff. Highly recommended."
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_30,Date of visit: March 2024,"I ordered the curry witch vegetables and my girlfriend the roti. Curry arrived after 5 minutes. About 40 Minutes later, when I finished my meal, the roti finally arrived. The food and juices were delicious, but we couldn’t eat at the same time."
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: February 2024,This place was really amazing . We took many food ..specialy srilankan rice and curry and rotti . Service was very helpful and kindness . Also food were very taste and prices were very good . I highly recommend this restaurant . If you go...there one time definitely you will go second time to this restauran there one time definitely you will go second time to this restaurant .
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: December 2023,"We went to Shama's  Pradeep Restaurant more or less 4 times and each time we chose different dishes.  For spicy and médium hot flavors : vegetable samousas, chicken Biryani, for milder flavors balanced in spices, vegetable sandwich, prawns deviled, vegetable soup.  For desserts, the unmissable...Watalapaan and curd, specialities of Sri-Lanka.  As a drink, let yourself be seduced by the unexpected  Soursop fresh fruit juice !  Shama received us like friends and that is the care and attention she has for each of her clients.  We really appreciated her cuisine and her welcome.  We hope you have such a good time with her.  We highly recommend the establishment.  Cathy and Gérard de Hendaye - FRA Watalapaan and curd, specialities of Sri-Lanka.  As a drink, let yourself be seduced by the unexpected  Soursop fresh fruit juice !  Shama received us like friends and that is the care and attention she has for each of her clients.  We really appreciated her cuisine and her welcome.  We hope you have such a good time with her.  We highly recommend the establishment.  Cathy and Gérard de Hendaye - FRANCE"
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: November 2023,Excellent service with delicious food. I just came here with my European friends. And we had very good lunch. Specifically there Rotee are amazing
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_10,Date of visit: November 2023,"They owner was very crazy and give us to Expired foods and cheating service .but anyway i have paid lot of money ..
Please dont go any guest there. They just doing wrong tourist information and cheating taxi service .our hotel owner in relax guest...also told about this restaurant . Never again .plz stop this also told about this restaurant . Never again .plz stop this
😡🤬"
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: November 2023,"The twin sisters, Shama and Shamili ( most probably not correctly written 🤔) are the most friendly people in  Sri Lanka. Together with Bianca , they are serving their customers  with a nice smile, they are taking care of you and they let you feel...at home: because of them and because of their excellent Sri Lankan authentic food , we went there every evening we were in Sigiriya. Fabienne & I, Dirk, are FAN. Hopefully, we’ll see each other soon again, with lov at home: because of them and because of their excellent Sri Lankan authentic food , we went there every evening we were in Sigiriya. Fabienne & I, Dirk, are FAN. Hopefully, we’ll see each other soon again, with love 💕"
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: November 2023,We got the food quickly and it was nice to get a piece of watermelon for dessert. Good thing they didn't have any music on so we actually could have a conversation. Very tasty food and good service!
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: August 2023,The food is amazing and the staff is very friendly and kind! Especially the rotti was very tasteful!
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: August 2023,"The food here is the best we have had in Sigiriya!
Also for a really good price.
Drinks were also very good."
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: July 2023,"We visited here one evening for dinner. Restaurant was busy and had good atmosphere. Staff were every friendly and helpful. Food was delicious! We had rotis and the veggie curry. Rotis are enormous! 
Recommend"
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: July 2023,It was really good food with reasonable prices. The juices were tasty! We suggest you to eat chocolate coconut roti and chicken cheese roti we tried it and it was a pleasure. Also they served us watermelon it was very nice.
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: June 2023,Great authentic Sri Lankan food and relaxed atmosphere. You might easily drive past it but worth stopping for a great feed.
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: June 2023,They have big roti i like that i also enjoy my night and didinner thanks for staff also they have good service
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: June 2023,Quite honestly the best banana and chocolate rotti I’ve ever had! So tasty and flavoursome. We snagged a seat facing the street and got to people watch for breakfast. So glad we stopped here!
https://www.tripadvisor.com/Restaurant_Review-g304141-d8853144-Reviews-Pradeep_Resturant-Sigiriya_Central_Province.html,bubble_50,Date of visit: May 2023,Kottu roti and fried rice - one of the best I’ve ever tasted! Such flavoursome and fresh ingredients
